"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.271810178E2,3.203441858E0,-5.272032261E0,-2.097320795E0
2.274324521E2,2.711194038E1,1.984314346E1,6.481103897E0
2.276837033E2,-1.206677675E0,1.028070164E1,6.078877926E0
2.279348935E2,7.422025502E-2,-3.289633036E0,1.285686255E0
2.281858396E2,1.465011978E1,3.794809580E0,-6.155492783E0
2.284373655E2,-7.388506413E0,8.216899872E0,3.596091032E0
2.286886777E2,1.945288849E1,9.100360870E0,1.843535304E-1
2.289400510E2,1.085052204E1,-6.500257492E0,9.241618514E-1
2.291912107E2,3.062183857E0,8.774748802E0,2.784456491E0
2.294422788E2,1.922065163E1,1.877293587E1,8.999804497E0
2.296935605E2,2.628833532E0,-7.951143742E0,-3.303998232E0
2.299447507E2,2.143050003E1,1.951992607E1,2.219424963E0
2.301957578E2,1.480574322E1,1.735556793E1,9.557653427E0
2.304467343E2,1.752555609E0,-6.057330132E0,-3.639186621E-1
2.306979551E2,2.903687859E1,1.958456993E1,5.219359875E0
