"Time (s)","Illuminance (lx)"
1.707777150E2,6.300000000E1
1.710766042E2,6.500000000E1
1.716731313E2,6.400000000E1
1.720706838E2,6.100000000E1
1.724682668E2,6.200000000E1
1.732635243E2,6.300000000E1
1.741574758E2,6.300000000E1
1.750530141E2,6.300000000E1
1.759473012E2,6.300000000E1
1.763447316E2,6.500000000E1
1.767424367E2,6.400000000E1
1.770413259E2,6.100000000E1
1.776378224E2,6.200000000E1
1.784329274E2,6.300000000E1
1.793267568E2,6.400000000E1
1.802222646E2,6.300000000E1
1.809172719E2,6.300000000E1
1.817124990E2,6.400000000E1
1.821102040E2,6.200000000E1
1.824088796E2,6.300000000E1
1.827065480E2,6.600000000E1
1.832039540E2,6.500000000E1
1.835013783E2,6.200000000E1
1.840977529E2,6.300000000E1
1.848929189E2,6.300000000E1
1.855898183E2,6.300000000E1
1.858874257E2,6.500000000E1
1.863851979E2,6.500000000E1
1.866827748E2,6.200000000E1
1.873794606E2,6.200000000E1
1.876772206E2,6.500000000E1
1.881750844E2,6.400000000E1
1.884726918E2,6.100000000E1
1.891690419E2,6.200000000E1
1.898642934E2,6.200000000E1
1.905608571E2,6.200000000E1
1.908584645E2,6.400000000E1
1.912561391E2,6.300000000E1
1.915548451E2,6.100000000E1
1.921510028E2,6.100000000E1
1.929462298E2,6.100000000E1
1.933439960E2,5.900000000E1
1.936417254E2,6.000000000E1
1.939406451E2,6.200000000E1
1.947359942E2,6.200000000E1
1.954314593E2,6.300000000E1
1.963265094E2,6.300000000E1
1.966241168E2,6.100000000E1
1.971218890E2,6.200000000E1
1.977181415E2,6.300000000E1
1.980157794E2,6.000000000E1
1.986123675E2,6.100000000E1
1.994076556E2,6.100000000E1
2.001040973E2,6.100000000E1
2.004015826E2,6.300000000E1
2.009980182E2,6.300000000E1
2.013956622E2,6.100000000E1
2.022912005E2,6.200000000E1
2.029864520E2,6.100000000E1
2.037816180E2,6.000000000E1
2.045770282E2,6.000000000E1
2.052735309E2,6.000000000E1
2.055712298E2,6.300000000E1
2.062678546E2,6.200000000E1
2.071620502E2,6.100000000E1
2.074610309E2,6.300000000E1
2.077587909E2,6.200000000E1
2.081563739E2,6.000000000E1
2.088527545E2,6.000000000E1
2.092502765E2,6.200000000E1
2.097469195E2,6.100000000E1
2.100457477E2,6.000000000E1
2.104435748E2,5.900000000E1
2.107412128E2,6.000000000E1
2.111386737E2,6.200000000E1
2.116362628E2,6.100000000E1
2.119336871E2,5.900000000E1
2.122324847E2,6.000000000E1
2.125301532E2,6.200000000E1
2.131266498E2,6.100000000E1
2.134255694E2,6.000000000E1
2.137231463E2,5.900000000E1
2.140220050E2,6.000000000E1
2.144196185E2,6.200000000E1
2.152147235E2,6.200000000E1
2.159098834E2,6.200000000E1
2.162086505E2,6.400000000E1
2.169042682E2,6.300000000E1
2.176007709E2,6.200000000E1
2.178982867E2,6.400000000E1
2.185945758E2,6.300000000E1
2.188920917E2,6.100000000E1
2.193898944E2,6.200000000E1
2.202840900E2,6.300000000E1
2.205831927E2,6.100000000E1
2.210796222E2,6.100000000E1
2.213784198E2,6.300000000E1
2.219748248E2,6.300000000E1
2.222724322E2,6.100000000E1
2.233662839E2,6.200000000E1
2.236639829E2,6.300000000E1
2.242602658E2,6.200000000E1
2.250557980E2,6.200000000E1
2.253545956E2,6.400000000E1
2.256521725E2,6.300000000E1
2.260500607E2,6.100000000E1
2.264475827E2,6.200000000E1
2.279396481E2,6.100000000E1
2.286350217E2,6.100000000E1
2.289338193E2,6.300000000E1
2.294303708E2,6.300000000E1
2.297292294E2,6.100000000E1
2.303256955E2,6.100000000E1
2.306235165E2,6.300000000E1
2.311213193E2,6.200000000E1
2.314189267E2,6.000000000E1
2.321152768E2,6.100000000E1
2.330091367E2,6.100000000E1
2.334070554E2,5.800000000E1
2.338048215E2,5.900000000E1
2.341036496E2,6.000000000E1
2.348990292E2,6.100000000E1
2.351966977E2,5.800000000E1
2.356945004E2,5.900000000E1
2.359920163E2,6.200000000E1
2.365883298E2,6.100000000E1
2.368870969E2,5.800000000E1
2.371846433E2,5.900000000E1
2.374835324E2,6.200000000E1
2.382788510E2,6.200000000E1
2.388752560E2,6.200000000E1
2.391731686E2,6.300000000E1
2.397694516E2,6.200000000E1
2.401670956E2,6.000000000E1
2.407635922E2,6.100000000E1
2.411612363E2,6.300000000E1
2.418574948E2,6.200000000E1
2.425528073E2,6.300000000E1
2.428518491E2,6.400000000E1
2.434484067E2,6.300000000E1
2.443425412E2,6.200000000E1
2.449388242E2,6.200000000E1
2.452377133E2,6.000000000E1
2.459326291E2,6.000000000E1
2.462313962E2,6.200000000E1
2.467279477E2,6.100000000E1
2.475229306E2,6.100000000E1
2.484185300E2,6.000000000E1
2.493126645E2,6.100000000E1
2.500091367E2,6.000000000E1
2.503064999E2,5.800000000E1
2.508042416E2,5.900000000E1
2.511018796E2,6.100000000E1
2.517982297E2,6.000000000E1
2.526921811E2,6.000000000E1
2.533885173E2,6.100000000E1
2.536860332E2,5.800000000E1
2.541835308E2,5.900000000E1
2.545811748E2,6.200000000E1
2.548787822E2,6.100000000E1
2.551776104E2,5.900000000E1
2.556740398E2,5.900000000E1
2.560717144E2,6.200000000E1
2.564695415E2,6.100000000E1
2.567682781E2,5.900000000E1
2.576621074E2,6.000000000E1
2.584572124E2,5.900000000E1
2.591537151E2,6.000000000E1
2.594513225E2,6.200000000E1
2.601476421E2,6.100000000E1
2.607441692E2,6.000000000E1
2.610415630E2,6.300000000E1
2.615393657E2,6.200000000E1
2.626320476E2,6.100000000E1
2.634271831E2,6.200000000E1
2.644210796E2,6.200000000E1
2.650176982E2,6.100000000E1
2.658128032E2,6.000000000E1
2.662106609E2,6.200000000E1
2.665093975E2,6.100000000E1
2.668071270E2,6.000000000E1
2.672049541E2,5.800000000E1
2.675035686E2,5.900000000E1
2.678011455E2,6.100000000E1
2.684974651E2,6.100000000E1
2.695903301E2,6.200000000E1
2.701868267E2,6.200000000E1
2.705843792E2,6.000000000E1
2.711809978E2,6.100000000E1
2.719762554E2,6.100000000E1
2.727715435E2,6.100000000E1
2.730704021E2,6.400000000E1
2.734680156E2,6.300000000E1
2.737656536E2,6.100000000E1
2.744619731E2,6.100000000E1
2.748595867E2,6.300000000E1
2.752573223E2,6.200000000E1
2.755547466E2,6.000000000E1
2.760526714E2,6.100000000E1
2.769469585E2,6.100000000E1
2.772458477E2,5.900000000E1
2.775434551E2,5.600000000E1
2.781398601E2,5.700000000E1
2.787363567E2,5.800000000E1
2.790352764E2,5.600000000E1
2.795315227E2,5.700000000E1
2.798302898E2,5.900000000E1
2.805253582E2,6.000000000E1
2.808240032E2,5.700000000E1
2.812216167E2,5.800000000E1
2.819168682E2,5.900000000E1
2.822157268E2,5.600000000E1
2.827120647E2,5.700000000E1
2.830108928E2,5.900000000E1
2.836073284E2,5.900000000E1
2.839048137E2,5.700000000E1
2.844026775E2,5.700000000E1
2.848001689E2,6.000000000E1
2.853965740E2,5.900000000E1
2.856942730E2,5.600000000E1
2.864899470E2,5.700000000E1
2.872850520E2,5.600000000E1
2.878811518E2,5.700000000E1
2.881800105E2,6.000000000E1
2.887764765E2,6.000000000E1
2.890739924E2,5.700000000E1
2.896704279E2,5.800000000E1
2.903671443E2,5.800000000E1
2.907645442E2,5.600000000E1
2.910622126E2,5.700000000E1
2.915598322E2,5.900000000E1
2.921565119E2,5.800000000E1
2.929520747E2,5.800000000E1
2.932495600E2,5.900000000E1
2.940450007E2,5.900000000E1
2.947412592E2,5.900000000E1
2.950389887E2,6.100000000E1
2.955363337E2,6.000000000E1
2.964304072E2,5.900000000E1
2.968279597E2,5.800000000E1
2.971268183E2,5.600000000E1
2.978221613E2,5.600000000E1
2.981211421E2,5.800000000E1
2.988163020E2,5.900000000E1
2.994129206E2,5.900000000E1
